filepath,filename,domain,label,stratify_key,split,flag
Training_Pool_B_Decks\Non-Cracked\7035-232.jpg,7035-232.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7124-44.jpg,7124-44.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7052-171.jpg,7052-171.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7106-51.jpg,7106-51.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7100-238.jpg,7100-238.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7120-229.jpg,7120-229.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7054-221.jpg,7054-221.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7069-220.jpg,7069-220.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7124-182.jpg,7124-182.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7081-234.jpg,7081-234.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7087-144.jpg,7087-144.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7091-208.jpg,7091-208.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7053-154.jpg,7053-154.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Non-Cracked\7015-183.jpg,7015-183.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7107-165.jpg,7107-165.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7083-52.jpg,7083-52.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7052-48.jpg,7052-48.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7110-228.jpg,7110-228.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7019-127.jpg,7019-127.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7104-137.jpg,7104-137.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7074-117.jpg,7074-117.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7081-211.jpg,7081-211.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7070-83.jpg,7070-83.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7072-22.jpg,7072-22.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7048-159.jpg,7048-159.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7116-147.jpg,7116-147.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7136-143.jpg,7136-143.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7028-112.jpg,7028-112.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7134-197.jpg,7134-197.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7001-53.jpg,7001-53.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7116-179.jpg,7116-179.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7039-242.jpg,7039-242.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7127-129.jpg,7127-129.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7109-56.jpg,7109-56.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7137-230.jpg,7137-230.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7040-191.jpg,7040-191.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7020-169.jpg,7020-169.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7021-170.jpg,7021-170.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7108-1.jpg,7108-1.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7135-72.jpg,7135-72.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7115-186.jpg,7115-186.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7023-53.jpg,7023-53.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7044-106.jpg,7044-106.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7123-131.jpg,7123-131.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7051-27.jpg,7051-27.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7088-73.jpg,7088-73.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7090-11.jpg,7090-11.jpg,Walls,Cracked,Walls_Cracked,train,very_bright
Training_Pool_B_Decks\Non-Cracked\7026-252.jpg,7026-252.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7008-6.jpg,7008-6.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7036-59.jpg,7036-59.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7040-68.jpg,7040-68.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7101-241.jpg,7101-241.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7082-68.jpg,7082-68.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7139-50.jpg,7139-50.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7089-167.jpg,7089-167.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7099-218.jpg,7099-218.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7118-178.jpg,7118-178.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7132-30.jpg,7132-30.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7074-55.jpg,7074-55.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7089-79.jpg,7089-79.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7017-184.jpg,7017-184.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7028-15.jpg,7028-15.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7071-12.jpg,7071-12.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7014-212.jpg,7014-212.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7010-179.jpg,7010-179.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7022-159.jpg,7022-159.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7029-87.jpg,7029-87.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Non-Cracked\7018-40.jpg,7018-40.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7125-67.jpg,7125-67.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7052-131.jpg,7052-131.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7050-139.jpg,7050-139.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7085-2.jpg,7085-2.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7070-89.jpg,7070-89.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7134-14.jpg,7134-14.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7127-244.jpg,7127-244.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7114-209.jpg,7114-209.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7093-72.jpg,7093-72.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7073-77.jpg,7073-77.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7015-128.jpg,7015-128.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7131-211.jpg,7131-211.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7072-252.jpg,7072-252.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7075-243.jpg,7075-243.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7006-210.jpg,7006-210.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7121-71.jpg,7121-71.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7092-230.jpg,7092-230.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7021-66.jpg,7021-66.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7016-28.jpg,7016-28.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,very_dark
Training_Pool_B_Decks\Non-Cracked\7024-210.jpg,7024-210.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7096-174.jpg,7096-174.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7083-68.jpg,7083-68.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7003-41.jpg,7003-41.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7083-15.jpg,7083-15.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7069-120.jpg,7069-120.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7116-174.jpg,7116-174.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7096-159.jpg,7096-159.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7087-16.jpg,7087-16.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7054-244.jpg,7054-244.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7096-241.jpg,7096-241.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7113-79.jpg,7113-79.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7112-58.jpg,7112-58.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7126-86.jpg,7126-86.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7115-176.jpg,7115-176.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7129-35.jpg,7129-35.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7028-18.jpg,7028-18.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7018-104.jpg,7018-104.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7115-250.jpg,7115-250.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7139-171.jpg,7139-171.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Cracked\7084-201.jpg,7084-201.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7120-183.jpg,7120-183.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7003-151.jpg,7003-151.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7047-30.jpg,7047-30.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7041-6.jpg,7041-6.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Non-Cracked\7024-235.jpg,7024-235.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7050-83.jpg,7050-83.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7021-106.jpg,7021-106.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7002-211.jpg,7002-211.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7001-90.jpg,7001-90.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7108-114.jpg,7108-114.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7109-89.jpg,7109-89.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7009-113.jpg,7009-113.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7119-167.jpg,7119-167.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Cracked\7072-247.jpg,7072-247.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7086-114.jpg,7086-114.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7039-195.jpg,7039-195.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-145.jpg,7005-145.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7073-14.jpg,7073-14.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7024-9.jpg,7024-9.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7023-171.jpg,7023-171.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7009-204.jpg,7009-204.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7037-27.jpg,7037-27.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7027-173.jpg,7027-173.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-209.jpg,7005-209.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7003-219.jpg,7003-219.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7071-55.jpg,7071-55.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7108-109.jpg,7108-109.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7027-197.jpg,7027-197.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7097-38.jpg,7097-38.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7125-36.jpg,7125-36.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7088-46.jpg,7088-46.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7001-230.jpg,7001-230.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7017-142.jpg,7017-142.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7123-86.jpg,7123-86.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7034-7.jpg,7034-7.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7001-80.jpg,7001-80.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7110-31.jpg,7110-31.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7108-46.jpg,7108-46.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7045-238.jpg,7045-238.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7041-206.jpg,7041-206.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7087-36.jpg,7087-36.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7136-53.jpg,7136-53.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7125-189.jpg,7125-189.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7109-222.jpg,7109-222.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7033-89.jpg,7033-89.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7116-122.jpg,7116-122.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7071-89.jpg,7071-89.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7017-136.jpg,7017-136.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7092-143.jpg,7092-143.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7053-200.jpg,7053-200.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7039-116.jpg,7039-116.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7084-217.jpg,7084-217.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7010-227.jpg,7010-227.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7016-85.jpg,7016-85.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7039-170.jpg,7039-170.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7090-143.jpg,7090-143.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7037-187.jpg,7037-187.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7074-216.jpg,7074-216.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7088-233.jpg,7088-233.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7003-152.jpg,7003-152.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7096-93.jpg,7096-93.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7002-56.jpg,7002-56.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7083-1.jpg,7083-1.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7100-129.jpg,7100-129.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7010-87.jpg,7010-87.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7122-44.jpg,7122-44.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7130-61.jpg,7130-61.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7029-118.jpg,7029-118.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7071-49.jpg,7071-49.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7120-151.jpg,7120-151.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7102-230.jpg,7102-230.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7117-75.jpg,7117-75.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7134-66.jpg,7134-66.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7137-217.jpg,7137-217.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7037-109.jpg,7037-109.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7013-181.jpg,7013-181.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,very_bright
Training_Pool_B_Decks\Non-Cracked\7031-40.jpg,7031-40.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7081-50.jpg,7081-50.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7001-202.jpg,7001-202.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7032-200.jpg,7032-200.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7094-78.jpg,7094-78.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7096-216.jpg,7096-216.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7100-18.jpg,7100-18.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7078-71.jpg,7078-71.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7050-223.jpg,7050-223.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7019-106.jpg,7019-106.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7119-121.jpg,7119-121.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7125-89.jpg,7125-89.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7097-216.jpg,7097-216.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7070-22.jpg,7070-22.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7071-214.jpg,7071-214.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7052-157.jpg,7052-157.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7096-102.jpg,7096-102.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7006-226.jpg,7006-226.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7101-164.jpg,7101-164.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7040-105.jpg,7040-105.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7112-218.jpg,7112-218.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7089-233.jpg,7089-233.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
